dayhour,cnt
2013-07-22 01,136
2013-07-22 02,64
2013-07-22 03,36
2013-07-22 04,40
2013-07-22 05,135
2013-07-22 06,627
2013-07-22 07,1411
2013-07-22 08,2648
2013-07-22 09,1973
2013-07-22 10,1037
2013-07-22 11,1005
2013-07-22 12,795
2013-07-22 13,1148
2013-07-22 14,1174
2013-07-22 15,1331
2013-07-22 16,1768
2013-07-22 17,3012
2013-07-22 18,2823
2013-07-22 19,2008
2013-07-22 20,1333
2013-07-22 21,530
2013-07-22 22,350
2013-07-22 23,322
2013-07-23 00,158
2013-07-23 01,92
2013-07-23 02,30
2013-07-23 03,6
2013-07-23 04,8
2013-07-23 05,116
2013-07-23 06,608
2013-07-23 07,1489
2013-07-23 08,2879
2013-07-23 09,2120
2013-07-23 10,1094
2013-07-23 11,1074
2013-07-23 12,1401
2013-07-23 13,1445
2013-07-23 14,1400
2013-07-23 15,1456
2013-07-23 16,1939
2013-07-23 17,3014
2013-07-23 18,3761
2013-07-23 19,2870
2013-07-23 20,2103
2013-07-23 21,1525
2013-07-23 22,1082
2013-07-23 23,706
2013-07-24 00,365
2013-07-24 01,162
2013-07-24 02,70
2013-07-24 03,52
2013-07-24 04,29
2013-07-24 05,164
2013-07-24 06,742
2013-07-24 07,1643
2013-07-24 08,3019
2013-07-24 09,2228
2013-07-24 10,1179
2013-07-24 11,1123
2013-07-24 12,1582
2013-07-24 13,1600
2013-07-24 14,1513
2013-07-24 15,1615
2013-07-24 16,2047
2013-07-24 17,3445
2013-07-24 18,3732
2013-07-24 19,3094
2013-07-24 20,2226
2013-07-24 21,1532
2013-07-24 22,1257
2013-07-24 23,852
2013-07-25 00,331
2013-07-25 01,175
2013-07-25 02,85
2013-07-25 03,41
2013-07-25 04,50
2013-07-25 05,146
2013-07-25 06,719
2013-07-25 07,1566
2013-07-25 08,2857
2013-07-25 09,2178
2013-07-25 10,1218
2013-07-25 11,1034
2013-07-25 12,1339
2013-07-25 13,1424
2013-07-25 14,1283
2013-07-25 15,1482
2013-07-25 16,1782
2013-07-25 17,3259
2013-07-25 18,3421
2013-07-25 19,2525
2013-07-25 20,1704
2013-07-25 21,1194
2013-07-25 22,898
2013-07-25 23,373
2013-07-26 00,295
2013-07-26 01,206
2013-07-26 02,132
2013-07-26 03,59
2013-07-26 04,51
2013-07-26 05,138
2013-07-26 06,602
2013-07-26 07,1343
2013-07-26 08,2795
2013-07-26 09,2136
2013-07-26 10,1239
2013-07-26 11,1283
2013-07-26 12,1757
2013-07-26 13,1882
2013-07-26 14,1945
2013-07-26 15,2138
2013-07-26 16,2681
2013-07-26 17,3481
2013-07-26 18,3274
2013-07-26 19,2309
2013-07-26 20,1679
2013-07-26 21,1228
2013-07-26 22,1048
2013-07-26 23,833
2013-07-27 00,593
2013-07-27 01,353
2013-07-27 02,300
2013-07-27 03,180
2013-07-27 04,125
2013-07-27 05,77
2013-07-27 06,152
2013-07-27 07,356
2013-07-27 08,701
2013-07-27 09,1144
2013-07-27 10,1656
2013-07-27 11,2057
2013-07-27 12,2280
2013-07-27 13,2449
2013-07-27 14,2652
2013-07-27 15,2726
2013-07-27 16,2720
2013-07-27 17,2701
2013-07-27 18,2384
2013-07-27 19,2195
2013-07-27 20,1648
2013-07-27 21,1211
2013-07-27 22,1017
2013-07-27 23,793
2013-07-28 00,670
2013-07-28 01,429
2013-07-28 02,301
2013-07-28 03,174
2013-07-28 04,130
2013-07-28 05,54
2013-07-28 06,101
2013-07-28 07,256
2013-07-28 08,529
2013-07-28 09,939
2013-07-28 10,1381
2013-07-28 11,1939
2013-07-28 12,2072
2013-07-28 13,1883
2013-07-28 14,1667
2013-07-28 15,2316
2013-07-28 16,2477
2013-07-28 17,2568
2013-07-28 18,1323
2013-07-28 19,648
2013-07-28 20,515
2013-07-28 21,618
2013-07-28 22,423
2013-07-28 23,95
2013-07-29 00,119
2013-07-29 01,72
2013-07-29 02,26
2013-07-29 03,33
2013-07-29 04,43
2013-07-29 05,134
2013-07-29 06,713
2013-07-29 07,1579
2013-07-29 08,2764
2013-07-29 09,2047
2013-07-29 10,1193
2013-07-29 11,1150
2013-07-29 12,1548
2013-07-29 13,1680
2013-07-29 14,1577
2013-07-29 15,1557
2013-07-29 16,2175
2013-07-29 17,3817
2013-07-29 18,4188
2013-07-29 19,3239
2013-07-29 20,2232
2013-07-29 21,1383
2013-07-29 22,1028
2013-07-29 23,618
2013-07-30 00,320
2013-07-30 01,135
2013-07-30 02,66
2013-07-30 03,45
2013-07-30 04,33
2013-07-30 05,190
2013-07-30 06,863
2013-07-30 07,1853
2013-07-30 08,3133
2013-07-30 09,2301
2013-07-30 10,1277
2013-07-30 11,1301
2013-07-30 12,1664
2013-07-30 13,1774
2013-07-30 14,1571
2013-07-30 15,1691
2013-07-30 16,2252
2013-07-30 17,3814
2013-07-30 18,4227
2013-07-30 19,3169
2013-07-30 20,2290
2013-07-30 21,1568
2013-07-30 22,1083
2013-07-30 23,714
2013-07-31 00,424
2013-07-31 01,190
2013-07-31 02,89
2013-07-31 03,52
2013-07-31 04,52
2013-07-31 05,175
2013-07-31 06,880
2013-07-31 07,1790
2013-07-31 08,3140
2013-07-31 09,2307
2013-07-31 10,1228
2013-07-31 11,1213
2013-07-31 12,1627
2013-07-31 13,1696
2013-07-31 14,1736
2013-07-31 15,1712
2013-07-31 16,2337
2013-07-31 17,3719
2013-07-31 18,4099
2013-07-31 19,3125
2013-07-31 20,2197
2013-07-31 21,1503
2013-07-31 22,1212
2013-07-31 23,758
2013-08-01 00,405
2013-08-01 01,185
2013-08-01 02,125
2013-08-01 03,62
2013-08-01 04,58
2013-08-01 05,189
2013-08-01 06,811
2013-08-01 07,1716
2013-08-01 08,3086
2013-08-01 09,2008
2013-08-01 10,851
2013-08-01 11,428
2013-08-01 12,264
2013-08-01 13,232
2013-08-01 14,304
2013-08-01 15,261
2013-08-01 16,774
2013-08-01 17,1856
2013-08-01 18,2434
2013-08-01 19,1280
2013-08-01 20,879
2013-08-01 21,729
2013-08-01 22,770
2013-08-01 23,431
2013-08-02 00,276
2013-08-02 01,177
2013-08-02 02,86
2013-08-02 03,68
2013-08-02 04,53
2013-08-02 05,141
2013-08-02 06,716
2013-08-02 07,1588
2013-08-02 08,2850
2013-08-02 09,2100
2013-08-02 10,1222
2013-08-02 11,1392
2013-08-02 12,1864
2013-08-02 13,1961
2013-08-02 14,2040
2013-08-02 15,2318
2013-08-02 16,2835
2013-08-02 17,3618
2013-08-02 18,3393
2013-08-02 19,2478
2013-08-02 20,1641
2013-08-02 21,1210
2013-08-02 22,979
2013-08-02 23,786
2013-08-03 00,597
2013-08-03 01,395
2013-08-03 02,289
2013-08-03 03,202
2013-08-03 04,131
2013-08-03 05,80
2013-08-03 06,146
2013-08-03 07,310
2013-08-03 08,649
2013-08-03 09,1206
2013-08-03 10,1445
2013-08-03 11,1447
2013-08-03 12,1689
2013-08-03 13,1426
2013-08-03 14,2153
2013-08-03 15,2630
2013-08-03 16,2753
2013-08-03 17,2630
2013-08-03 18,2553
2013-08-03 19,2281
2013-08-03 20,1595
2013-08-03 21,1137
2013-08-03 22,1008
2013-08-03 23,788
2013-08-04 00,685
2013-08-04 01,474
2013-08-04 02,319
2013-08-04 03,190
2013-08-04 04,159
2013-08-04 05,81
2013-08-04 06,116
2013-08-04 07,231
2013-08-04 08,560
2013-08-04 09,996
2013-08-04 10,1592
2013-08-04 11,2155
2013-08-04 12,2665
2013-08-04 13,2789
2013-08-04 14,2935
2013-08-04 15,3046
2013-08-04 16,2993
2013-08-04 17,3039
2013-08-04 18,2914
2013-08-04 19,2540
2013-08-04 20,1924
2013-08-04 21,1313
2013-08-04 22,981
2013-08-04 23,556
2013-08-05 00,310
2013-08-05 01,164
2013-08-05 02,73
2013-08-05 03,37
2013-08-05 04,40
2013-08-05 05,201
2013-08-05 06,744
2013-08-05 07,1649
2013-08-05 08,3016
2013-08-05 09,2183
2013-08-05 10,1160
2013-08-05 11,1235
2013-08-05 12,1641
2013-08-05 13,1735
2013-08-05 14,1630
2013-08-05 15,1828
2013-08-05 16,2345
2013-08-05 17,4069
2013-08-05 18,4302
2013-08-05 19,3184
2013-08-05 20,2175
2013-08-05 21,1398
2013-08-05 22,1002
2013-08-05 23,655
2013-08-06 00,349
2013-08-06 01,134
2013-08-06 02,69
2013-08-06 03,28
2013-08-06 04,40
2013-08-06 05,197
2013-08-06 06,863
2013-08-06 07,1845
2013-08-06 08,3297
2013-08-06 09,2380
2013-08-06 10,1334
2013-08-06 11,1367
2013-08-06 12,1692
2013-08-06 13,1828
2013-08-06 14,1656
2013-08-06 15,1711
2013-08-06 16,2337
2013-08-06 17,3856
2013-08-06 18,4097
2013-08-06 19,3196
2013-08-06 20,2269
2013-08-06 21,1402
2013-08-06 22,1076
2013-08-06 23,679
2013-08-07 00,370
2013-08-07 01,188
2013-08-07 02,85
2013-08-07 03,46
2013-08-07 04,45
2013-08-07 05,179
2013-08-07 06,827
2013-08-07 07,1683
2013-08-07 08,3107
2013-08-07 09,2515
2013-08-07 10,1291
2013-08-07 11,1213
2013-08-07 12,1626
2013-08-07 13,1766
2013-08-07 14,1579
2013-08-07 15,1608
2013-08-07 16,2163
2013-08-07 17,3150
2013-08-07 18,3443
2013-08-07 19,2757
2013-08-07 20,1838
2013-08-07 21,1238
2013-08-07 22,986
2013-08-07 23,693
2013-08-08 00,350
2013-08-08 01,182
2013-08-08 02,37
2013-08-08 03,18
2013-08-08 04,42
2013-08-08 05,184
2013-08-08 06,790
2013-08-08 07,1521
2013-08-08 08,2905
2013-08-08 09,2169
2013-08-08 10,1269
2013-08-08 11,1227
2013-08-08 12,1565
2013-08-08 13,1587
2013-08-08 14,1352
2013-08-08 15,916
2013-08-08 16,1615
2013-08-08 17,2831
2013-08-08 18,1443
2013-08-08 19,1998
2013-08-08 20,1492
2013-08-08 21,1156
2013-08-08 22,1022
2013-08-08 23,695
2013-08-09 00,414
2013-08-09 01,218
2013-08-09 02,93
2013-08-09 03,62
2013-08-09 04,44
2013-08-09 05,122
2013-08-09 06,222
2013-08-09 07,990
2013-08-09 08,2434
2013-08-09 09,2084
2013-08-09 10,1194
2013-08-09 11,1138
2013-08-09 12,1427
2013-08-09 13,1664
2013-08-09 14,1848
2013-08-09 15,1974
2013-08-09 16,2442
2013-08-09 17,2561
2013-08-09 18,2578
2013-08-09 19,1880
2013-08-09 20,1213
2013-08-09 21,961
2013-08-09 22,779
2013-08-09 23,675
2013-08-10 00,507
2013-08-10 01,356
2013-08-10 02,232
2013-08-10 03,155
2013-08-10 04,98
2013-08-10 05,63
2013-08-10 06,192
2013-08-10 07,444
2013-08-10 08,951
2013-08-10 09,1607
2013-08-10 10,2376
2013-08-10 11,2910
2013-08-10 12,3199
2013-08-10 13,2903
2013-08-10 14,2868
2013-08-10 15,2942
2013-08-10 16,2822
2013-08-10 17,2860
2013-08-10 18,2491
2013-08-10 19,2230
2013-08-10 20,1660
2013-08-10 21,1258
2013-08-10 22,1080
2013-08-10 23,997
2013-08-11 00,704
2013-08-11 01,404
2013-08-11 02,327
2013-08-11 03,189
2013-08-11 04,125
2013-08-11 05,75
2013-08-11 06,112
2013-08-11 07,250
2013-08-11 08,583
2013-08-11 09,1030
2013-08-11 10,1630
2013-08-11 11,2156
2013-08-11 12,2402
2013-08-11 13,2714
2013-08-11 14,2761
2013-08-11 15,2916
2013-08-11 16,2777
2013-08-11 17,2861
2013-08-11 18,2653
2013-08-11 19,2386
2013-08-11 20,1581
2013-08-11 21,1048
2013-08-11 22,840
2013-08-11 23,536
2013-08-12 00,281
2013-08-12 01,111
2013-08-12 02,75
2013-08-12 03,35
2013-08-12 04,49
2013-08-12 05,186
2013-08-12 06,552
2013-08-12 07,430
2013-08-12 08,2144
2013-08-12 09,2077
2013-08-12 10,1027
2013-08-12 11,1091
2013-08-12 12,1416
2013-08-12 13,1472
2013-08-12 14,1479
2013-08-12 15,1533
2013-08-12 16,2158
2013-08-12 17,3545
2013-08-12 18,3790
2013-08-12 19,3082
2013-08-12 20,2052
2013-08-12 21,1312
2013-08-12 22,981
2013-08-12 23,579
2013-08-13 00,269
2013-08-13 01,157
2013-08-13 02,84
2013-08-13 03,30
2013-08-13 04,33
2013-08-13 05,200
2013-08-13 06,743
2013-08-13 07,749
2013-08-13 08,492
2013-08-13 09,170
2013-08-13 10,102
2013-08-13 11,106
2013-08-13 12,180
2013-08-13 13,858
2013-08-13 14,1174
2013-08-13 15,1351
2013-08-13 16,1911
2013-08-13 17,3228
2013-08-13 18,3478
2013-08-13 19,2660
2013-08-13 20,1843
2013-08-13 21,1359
2013-08-13 22,738
2013-08-13 23,522
2013-08-14 00,298
2013-08-14 01,170
2013-08-14 02,65
2013-08-14 03,52
2013-08-14 04,46
2013-08-14 05,177
2013-08-14 06,828
2013-08-14 07,1792
2013-08-14 08,3188
2013-08-14 09,2500
2013-08-14 10,1365
2013-08-14 11,1373
2013-08-14 12,1837
2013-08-14 13,1903
2013-08-14 14,1736
2013-08-14 15,1784
2013-08-14 16,2424
2013-08-14 17,4004
2013-08-14 18,4203
2013-08-14 19,3073
2013-08-14 20,2087
2013-08-14 21,1488
2013-08-14 22,1093
2013-08-14 23,664
2013-08-15 00,366
2013-08-15 01,175
2013-08-15 02,93
2013-08-15 03,58
2013-08-15 04,59
2013-08-15 05,174
2013-08-15 06,769
2013-08-15 07,1708
2013-08-15 08,3217
2013-08-15 09,2459
2013-08-15 10,1384
2013-08-15 11,1361
2013-08-15 12,1727
2013-08-15 13,1785
2013-08-15 14,1662
2013-08-15 15,1774
2013-08-15 16,2264
2013-08-15 17,3864
2013-08-15 18,4067
2013-08-15 19,3097
2013-08-15 20,1952
2013-08-15 21,1427
2013-08-15 22,1153
2013-08-15 23,791
2013-08-16 00,460
2013-08-16 01,236
2013-08-16 02,122
2013-08-16 03,59
2013-08-16 04,50
2013-08-16 05,158
2013-08-16 06,692
2013-08-16 07,1521
2013-08-16 08,2774
2013-08-16 09,2265
2013-08-16 10,1382
2013-08-16 11,1403
2013-08-16 12,1898
2013-08-16 13,2116
2013-08-16 14,2061
2013-08-16 15,2365
2013-08-16 16,2823
2013-08-16 17,3486
2013-08-16 18,3159
2013-08-16 19,2350
2013-08-16 20,1708
2013-08-16 21,1182
2013-08-16 22,983
2013-08-16 23,738
2013-08-17 00,580
2013-08-17 01,395
2013-08-17 02,269
2013-08-17 03,185
2013-08-17 04,90
2013-08-17 05,59
2013-08-17 06,202
2013-08-17 07,473
2013-08-17 08,1045
2013-08-17 09,1680
2013-08-17 10,2336
2013-08-17 11,2964
2013-08-17 12,3266
2013-08-17 13,3053
2013-08-17 14,2913
2013-08-17 15,3024
2013-08-17 16,2936
2013-08-17 17,2655
2013-08-17 18,2625
2013-08-17 19,2150
2013-08-17 20,1531
2013-08-17 21,1084
2013-08-17 22,970
2013-08-17 23,800
2013-08-18 00,608
2013-08-18 01,374
2013-08-18 02,265
2013-08-18 03,172
2013-08-18 04,128
2013-08-18 05,54
2013-08-18 06,113
2013-08-18 07,226
2013-08-18 08,493
2013-08-18 09,930
2013-08-18 10,1361
2013-08-18 11,1740
2013-08-18 12,2096
2013-08-18 13,2373
2013-08-18 14,2469
2013-08-18 15,2249
2013-08-18 16,2423
2013-08-18 17,2270
2013-08-18 18,1992
2013-08-18 19,1815
2013-08-18 20,1227
2013-08-18 21,952
2013-08-18 22,749
2013-08-18 23,533
2013-08-19 00,269
2013-08-19 01,144
2013-08-19 02,61
2013-08-19 03,38
2013-08-19 04,45
2013-08-19 05,157
2013-08-19 06,765
2013-08-19 07,1509
2013-08-19 08,2728
2013-08-19 09,2103
2013-08-19 10,1140
2013-08-19 11,1137
2013-08-19 12,1517
2013-08-19 13,1556
2013-08-19 14,1519
2013-08-19 15,1597
2013-08-19 16,2138
2013-08-19 17,3537
2013-08-19 18,3760
2013-08-19 19,2892
2013-08-19 20,1863
2013-08-19 21,1229
2013-08-19 22,894
2013-08-19 23,529
2013-08-20 00,270
2013-08-20 01,140
2013-08-20 02,75
2013-08-20 03,38
2013-08-20 04,44
2013-08-20 05,202
2013-08-20 06,842
2013-08-20 07,1809
2013-08-20 08,3147
2013-08-20 09,2258
2013-08-20 10,1169
2013-08-20 11,1165
2013-08-20 12,1562
2013-08-20 13,1571
2013-08-20 14,1581
2013-08-20 15,1620
2013-08-20 16,2184
2013-08-20 17,3765
2013-08-20 18,3969
2013-08-20 19,3046
2013-08-20 20,2056
2013-08-20 21,1424
2013-08-20 22,1162
2013-08-20 23,744
2013-08-21 00,334
2013-08-21 01,168
2013-08-21 02,92
2013-08-21 03,64
2013-08-21 04,44
2013-08-21 05,195
2013-08-21 06,827
2013-08-21 07,1716
2013-08-21 08,3173
2013-08-21 09,2309
2013-08-21 10,1262
2013-08-21 11,1284
2013-08-21 12,1644
2013-08-21 13,1747
2013-08-21 14,1626
2013-08-21 15,1715
2013-08-21 16,2202
2013-08-21 17,3737
2013-08-21 18,3864
2013-08-21 19,2918
2013-08-21 20,2071
2013-08-21 21,1421
2013-08-21 22,1166
2013-08-21 23,736
2013-08-22 00,374
2013-08-22 01,201
2013-08-22 02,94
2013-08-22 03,60
2013-08-22 04,51
2013-08-22 05,163
2013-08-22 06,777
2013-08-22 07,1610
2013-08-22 08,2917
2013-08-22 09,605
2013-08-22 10,453
2013-08-22 11,919
2013-08-22 12,1407
2013-08-22 13,657
2013-08-22 14,324
2013-08-22 15,579
2013-08-22 16,1421
2013-08-22 17,3268
2013-08-22 18,3440
2013-08-22 19,2585
2013-08-22 20,1711
2013-08-22 21,1298
2013-08-22 22,999
2013-08-22 23,716
2013-08-23 00,360
2013-08-23 01,203
2013-08-23 02,132
2013-08-23 03,83
2013-08-23 04,60
2013-08-23 05,175
2013-08-23 06,675
2013-08-23 07,1448
2013-08-23 08,2599
2013-08-23 09,1968
2013-08-23 10,1347
2013-08-23 11,1366
2013-08-23 12,1847
2013-08-23 13,2012
2013-08-23 14,1942
2013-08-23 15,2184
2013-08-23 16,2527
2013-08-23 17,3095
2013-08-23 18,2861
2013-08-23 19,2232
2013-08-23 20,1518
2013-08-23 21,1125
2013-08-23 22,991
2013-08-23 23,753
2013-08-24 00,619
2013-08-24 01,399
2013-08-24 02,259
2013-08-24 03,147
2013-08-24 04,81
2013-08-24 05,55
2013-08-24 06,142
2013-08-24 07,319
2013-08-24 08,660
2013-08-24 09,1161
2013-08-24 10,1726
2013-08-24 11,2068
2013-08-24 12,2504
2013-08-24 13,2692
2013-08-24 14,2768
2013-08-24 15,2755
2013-08-24 16,2836
2013-08-24 17,2637
2013-08-24 18,2583
2013-08-24 19,2176
2013-08-24 20,1465
2013-08-24 21,1111
2013-08-24 22,972
2013-08-24 23,806
2013-08-25 00,607
2013-08-25 01,419
2013-08-25 02,305
2013-08-25 03,171
2013-08-25 04,129
2013-08-25 05,52
2013-08-25 06,100
2013-08-25 07,239
2013-08-25 08,553
2013-08-25 09,1032
2013-08-25 10,1429
2013-08-25 11,2081
2013-08-25 12,2306
2013-08-25 13,2624
2013-08-25 14,2732
2013-08-25 15,2751
2013-08-25 16,2739
2013-08-25 17,2695
2013-08-25 18,2687
2013-08-25 19,2303
2013-08-25 20,1453
2013-08-25 21,1040
2013-08-25 22,800
2013-08-25 23,508
2013-08-26 00,257
2013-08-26 01,110
2013-08-26 02,81
2013-08-26 03,40
2013-08-26 04,30
2013-08-26 05,152
2013-08-26 06,706
2013-08-26 07,1552
2013-08-26 08,2686
2013-08-26 09,1979
2013-08-26 10,1111
2013-08-26 11,1050
2013-08-26 12,1418
2013-08-26 13,1463
2013-08-26 14,1455
2013-08-26 15,1544
2013-08-26 16,1981
2013-08-26 17,3000
2013-08-26 18,3549
2013-08-26 19,2517
2013-08-26 20,1584
2013-08-26 21,969
2013-08-26 22,468
2013-08-26 23,277
2013-08-27 00,170
2013-08-27 01,135
2013-08-27 02,49
2013-08-27 03,40
2013-08-27 04,33
2013-08-27 05,183
2013-08-27 06,792
2013-08-27 07,1679
2013-08-27 08,2993
2013-08-27 09,2332
2013-08-27 10,1319
2013-08-27 11,1196
2013-08-27 12,1491
2013-08-27 13,1556
2013-08-27 14,1524
2013-08-27 15,1630
2013-08-27 16,2136
2013-08-27 17,3595
2013-08-27 18,3645
2013-08-27 19,2814
2013-08-27 20,1863
2013-08-27 21,1348
2013-08-27 22,1003
2013-08-27 23,682
2013-08-28 00,345
2013-08-28 01,171
2013-08-28 02,84
2013-08-28 03,60
2013-08-28 04,49
2013-08-28 05,181
2013-08-28 06,823
2013-08-28 07,1755
2013-08-28 08,3093
2013-08-28 09,2354
2013-08-28 10,1156
2013-08-28 11,1219
2013-08-28 12,789
2013-08-28 13,537
2013-08-28 14,793
2013-08-28 15,885
2013-08-28 16,1139
2013-08-28 17,3089
2013-08-28 18,3301
2013-08-28 19,2392
2013-08-28 20,1462
2013-08-28 21,1087
2013-08-28 22,865
2013-08-28 23,556
2013-08-29 00,297
2013-08-29 01,202
2013-08-29 02,87
2013-08-29 03,45
2013-08-29 04,33
2013-08-29 05,161
2013-08-29 06,715
2013-08-29 07,1469
2013-08-29 08,2759
2013-08-29 09,2135
2013-08-29 10,1304
2013-08-29 11,1329
2013-08-29 12,1625
2013-08-29 13,1736
2013-08-29 14,1660
2013-08-29 15,1883
2013-08-29 16,2324
2013-08-29 17,3531
2013-08-29 18,3484
2013-08-29 19,2590
2013-08-29 20,1777
2013-08-29 21,1328
2013-08-29 22,1002
2013-08-29 23,739
2013-08-30 00,426
2013-08-30 01,254
2013-08-30 02,150
2013-08-30 03,77
2013-08-30 04,46
2013-08-30 05,131
2013-08-30 06,567
2013-08-30 07,1299
2013-08-30 08,2453
2013-08-30 09,1965
2013-08-30 10,1334
2013-08-30 11,1420
2013-08-30 12,1761
2013-08-30 13,2118
2013-08-30 14,2333
2013-08-30 15,2505
2013-08-30 16,2705
2013-08-30 17,2752
2013-08-30 18,2335
2013-08-30 19,1890
2013-08-30 20,1212
2013-08-30 21,1022
2013-08-30 22,834
2013-08-30 23,729
2013-08-31 00,477
2013-08-31 01,307
2013-08-31 02,231
2013-08-31 03,138
2013-08-31 04,93
2013-08-31 05,90
2013-08-31 06,142
2013-08-31 07,269
2013-08-31 08,568
2013-08-31 09,909
2013-08-31 10,1241
2013-08-31 11,1617
2013-08-31 12,1918
2013-08-31 13,2120
2013-08-31 14,2194
2013-08-31 15,2115
2013-08-31 16,2169
2013-08-31 17,2005
2013-08-31 18,1908
2013-08-31 19,1608
2013-08-31 20,1118
2013-08-31 21,878
2013-08-31 22,698
2013-08-31 23,568
2013-09-01 00,480
2013-09-01 01,320
2013-09-01 02,195
2013-09-01 03,121
2013-09-01 04,77
2013-09-01 05,52
2013-09-01 06,81
2013-09-01 07,211
2013-09-01 08,440
2013-09-01 09,868
2013-09-01 10,1201
2013-09-01 11,1388
2013-09-01 12,1804
2013-09-01 13,1973
2013-09-01 14,2171
2013-09-01 15,2204
2013-09-01 16,2196
2013-09-01 17,2163
2013-09-01 18,1987
2013-09-01 19,1617
2013-09-01 20,1188
2013-09-01 21,984
2013-09-01 22,854
2013-09-01 23,660
2013-09-02 00,482
2013-09-02 01,277
2013-09-02 02,184
2013-09-02 03,125
2013-09-02 04,96
2013-09-02 05,87
2013-09-02 06,100
2013-09-02 07,211
2013-09-02 08,450
2013-09-02 09,856
2013-09-02 10,1213
2013-09-02 11,1535
2013-09-02 12,1917
2013-09-02 13,1908
2013-09-02 14,926
2013-09-02 15,683
2013-09-02 16,1541
2013-09-02 17,1930
2013-09-02 18,2121
2013-09-02 19,1678
2013-09-02 20,1106
2013-09-02 21,853
2013-09-02 22,666
2013-09-02 23,471
2013-09-03 00,243
2013-09-03 01,118
2013-09-03 02,47
2013-09-03 03,14
2013-09-03 04,33
2013-09-03 05,177
2013-09-03 06,797
2013-09-03 07,1610
2013-09-03 08,2734
2013-09-03 09,1985
2013-09-03 10,1105
2013-09-03 11,1086
2013-09-03 12,1389
2013-09-03 13,1522
2013-09-03 14,1525
2013-09-03 15,1602
2013-09-03 16,2154
2013-09-03 17,3666
2013-09-03 18,3659
2013-09-03 19,2684
2013-09-03 20,1783
2013-09-03 21,1221
2013-09-03 22,780
2013-09-03 23,477
2013-09-04 00,275
2013-09-04 01,124
2013-09-04 02,62
2013-09-04 03,44
2013-09-04 04,41
2013-09-04 05,216
2013-09-04 06,900
2013-09-04 07,2065
2013-09-04 08,3292
2013-09-04 09,2358
2013-09-04 10,1386
2013-09-04 11,1382
2013-09-04 12,1709
2013-09-04 13,1812
2013-09-04 14,1782
2013-09-04 15,1892
2013-09-04 16,2403
2013-09-04 17,3772
2013-09-04 18,3671
2013-09-04 19,2746
2013-09-04 20,1869
2013-09-04 21,1321
2013-09-04 22,1046
2013-09-04 23,630
2013-09-05 00,364
2013-09-05 01,180
2013-09-05 02,76
2013-09-05 03,56
2013-09-05 04,39
2013-09-05 05,178
2013-09-05 06,805
2013-09-05 07,1739
2013-09-05 08,2994
2013-09-05 09,2385
2013-09-05 10,1317
2013-09-05 11,1330
2013-09-05 12,1709
2013-09-05 13,1727
2013-09-05 14,1745
2013-09-05 15,1842
2013-09-05 16,2277
2013-09-05 17,3640
2013-09-05 18,3820
2013-09-05 19,2853
2013-09-05 20,1775
2013-09-05 21,1292
2013-09-05 22,968
